strPHAtr_Phatr3_J47653.p1    GO:0016021
strPHAtr_Phatr3_J47657.p1    GO:0005515
strPHAtr_Phatr3_J47666.p1    GO:0005436,GO:0016020,GO:0044341
strPHAtr_Phatr3_J47667.p1    GO:0005436,GO:0016020,GO:0044341
strPHAtr_Phatr3_J47670.p1    GO:0016021
strPHAtr_Phatr3_J47678.p1    GO:0016757
strPHAtr_Phatr3_J47685.p1    GO:0004326,GO:0005524,GO:0009058,GO:0009396
strPHAtr_Phatr3_J47686.p1    GO:0003700,GO:0006355
strPHAtr_Phatr3_J47689.p1    GO:0000155,GO:0000160,GO:0005515,GO:0006355,GO:0007165
strPHAtr_Phatr3_J47695.p1    GO:0001522,GO:0003723,GO:0009451,GO:0009982
strPHAtr_Phatr3_J47698.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J47704.p1    GO:0004843,GO:0016579
strPHAtr_Phatr3_J47706.p1    GO:0032366
strPHAtr_Phatr3_J47709.p1    GO:0004114,GO:0007165,GO:0009190,GO:0035556
strPHAtr_Phatr3_J47710.p1    GO:0005515
strPHAtr_Phatr3_J47712.p1    GO:0006464
strPHAtr_Phatr3_J47724.p1    GO:0005515
strPHAtr_Phatr3_J47725.p1    GO:0005523,GO:0051694
strPHAtr_Phatr3_J47726.p1    GO:0006450,GO:0030544,GO:0043022,GO:0051083
strPHAtr_Phatr3_J47730.p1    GO:0004519,GO:0005524,GO:0006298,GO:0016887,GO:0030983,GO:0045910
strPHAtr_Phatr3_J47733.p1    GO:0000145,GO:0006887
strPHAtr_Phatr3_J47737.p1    GO:0003676
strPHAtr_Phatr3_J47740.p1    GO:0003735,GO:0005840,GO:0006412
strPHAtr_Phatr3_J47750.p1    GO:0015276,GO:0016020
strPHAtr_Phatr3_J47766.p1    GO:0005515
strPHAtr_Phatr3_J47769.p1    GO:0016021,GO:0022857,GO:0055085
strPHAtr_Phatr3_J47783.p1    GO:0005515
strPHAtr_Phatr3_J47784.p1    GO:0005247,GO:0006821,GO:0016020,GO:0055085
strPHAtr_Phatr3_J47788.p1    GO:0005515
strPHAtr_Phatr3_J47797.p1    GO:0004222,GO:0005509,GO:0016020,GO:0071586
strPHAtr_Phatr3_J47804.p1    GO:0003735,GO:0005840,GO:0006412
strPHAtr_Phatr3_J47805.p1    GO:0005375,GO:0016021,GO:0035434
strPHAtr_Phatr3_J47817.p1    GO:0005515
strPHAtr_Phatr3_J47824.p1    GO:0005515
strPHAtr_Phatr3_J47826.p1    GO:0004652,GO:0016779,GO:0043631
strPHAtr_Phatr3_J47829.p1    GO:0051537
strPHAtr_Phatr3_J47840.p1    GO:0005515
strPHAtr_Phatr3_J47845.p1    GO:0008484
strPHAtr_Phatr3_J47856.p1    GO:0005515
strPHAtr_Phatr3_J47857.p1    GO:0008146,GO:0016021,GO:0016051
strPHAtr_Phatr3_J47859.p1    GO:0008146,GO:0016021,GO:0016051
strPHAtr_Phatr3_J47861.p1    GO:0003723
strPHAtr_Phatr3_J47863.p1    GO:0005515
strPHAtr_Phatr3_J47881.p1    GO:0010181
strPHAtr_Phatr3_J47886.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J47887.p1    GO:0008537
strPHAtr_Phatr3_J47888.p1    GO:0005515
strPHAtr_Phatr3_J47891.p1    GO:0005515
strPHAtr_Phatr3_J47896.p1    GO:0005515,GO:0006401,GO:0055087
strPHAtr_Phatr3_J47899.p1    GO:0005096
strPHAtr_Phatr3_J47905.p1    GO:0003676
strPHAtr_Phatr3_J47917.p1    GO:0005544
strPHAtr_Phatr3_J47918.p1    GO:0005759
strPHAtr_Phatr3_J47923.p1    GO:0006486,GO:0016757
strPHAtr_Phatr3_J47925.p1    GO:0071949
strPHAtr_Phatr3_J47930.p1    GO:0000160
strPHAtr_Phatr3_J47935.p1    GO:0001522,GO:0003723,GO:0009451,GO:0009982
strPHAtr_Phatr3_J47936.p1    GO:0007051,GO:0030951,GO:0046785,GO:0051010,GO:0061863
strPHAtr_Phatr3_J47943.p1    GO:0003723,GO:0005515
strPHAtr_Phatr3_J47944.p1    GO:0003700,GO:0006355
strPHAtr_Phatr3_J47947.p1    GO:0005515
strPHAtr_Phatr3_J47951.p1    GO:0000124,GO:0005515
strPHAtr_Phatr3_J47952.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J47954.p1    GO:0005315,GO:1990547
strPHAtr_Phatr3_J47958.p1    GO:0051536
strPHAtr_Phatr3_J47962.p1    GO:0005515
strPHAtr_Phatr3_J47966.p1    GO:0016798
strPHAtr_Phatr3_J47967.p1    GO:0009019,GO:0030488
strPHAtr_Phatr3_J47970.p1    GO:0003755
strPHAtr_Phatr3_J47984.p1    GO:0003723,GO:0004540
strPHAtr_Phatr3_J47991.p1    GO:0043130
strPHAtr_Phatr3_J47992.p1    GO:0004672,GO:0005515,GO:0005524,GO:0006468
strPHAtr_Phatr3_J47998.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J47999.p1    GO:0000166,GO:0003676,GO:0004812,GO:0004813,GO:0005524,GO:0006419,GO:0043039
strPHAtr_Phatr3_J48008.p1    GO:0005634,GO:0006367
strPHAtr_Phatr3_J48010.p1    GO:0005741,GO:0008320,GO:0030150,GO:0055085
strPHAtr_Phatr3_J48028.p1    GO:0004252,GO:0006508,GO:0016021
strPHAtr_Phatr3_J48032.p1    GO:0006725,GO:0008198,GO:0016491
strPHAtr_Phatr3_J48037.p1    GO:0003824,GO:0030151,GO:0030170
strPHAtr_Phatr3_J48046.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J48048.p1    GO:0015074
strPHAtr_Phatr3_J48055.p1    GO:0005515
strPHAtr_Phatr3_J48059.p1    GO:0008289
strPHAtr_Phatr3_J48078.p1    GO:0016746
strPHAtr_Phatr3_J48100.p1    GO:0016491,GO:0047834
strPHAtr_Phatr3_J48103.p1    GO:0006886
strPHAtr_Phatr3_J48110.p1    GO:0003676
strPHAtr_Phatr3_J48112.p1    GO:0005737,GO:0016627
strPHAtr_Phatr3_J48134.p1    GO:0005524,GO:0007018,GO:0008017,GO:1990939
strPHAtr_Phatr3_J48135.p1    GO:0003714,GO:0045892
strPHAtr_Phatr3_J48138.p1    GO:0004525,GO:0006396
strPHAtr_Phatr3_J48145.p1    GO:0016020,GO:0016021
strPHAtr_Phatr3_J48153.p1    GO:0008887
strPHAtr_Phatr3_J48157.p1    GO:0016791
strPHAtr_Phatr3_J48159.p1    GO:0015297,GO:0016020,GO:0042910,GO:0055085
strPHAtr_Phatr3_J48160.p1    GO:0005515,GO:0048188
strPHAtr_Phatr3_J48163.p1    GO:0005515
strPHAtr_Phatr3_J48170.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J48175.p1    GO:0010038,GO:0016756,GO:0046872,GO:0046938
strPHAtr_Phatr3_J48177.p1    GO:0003676,GO:0005524
strPHAtr_Phatr3_J48186.p1    GO:0004425
strPHAtr_Phatr3_J48190.p1    GO:0004222,GO:0006508
strPHAtr_Phatr3_J48191.p1    GO:0007186,GO:0019236
strPHAtr_Phatr3_J48200.p1    GO:0006400,GO:0008176
strPHAtr_Phatr3_J48202.p1    GO:0005515
strPHAtr_Phatr3_J48204.p1    GO:0016614,GO:0050660
strPHAtr_Phatr3_J48206.p1    GO:0004518
strPHAtr_Phatr3_J48210.p1    GO:0005515
strPHAtr_Phatr3_J48220.p1    GO:0006886,GO:0006888,GO:0030127
strPHAtr_Phatr3_J4823.p1    GO:0009190,GO:0035556
strPHAtr_Phatr3_J48252.p1    GO:0008270
strPHAtr_Phatr3_J48253.p1    GO:0030246
strPHAtr_Phatr3_J48257.p1    GO:0015144,GO:0016021,GO:0034219
strPHAtr_Phatr3_J48258.p1    GO:0005515
strPHAtr_Phatr3_J48260.p1    GO:0016020,GO:0016126,GO:0016628
strPHAtr_Phatr3_J48262.p1    GO:0006508,GO:0008236
strPHAtr_Phatr3_J48278.p1    GO:0004601,GO:0006979,GO:0020037,GO:0034599
strPHAtr_Phatr3_J48280.p1    GO:0005515
strPHAtr_Phatr3_J48286.p1    GO:0004601,GO:0006979,GO:0020037,GO:0034599
strPHAtr_Phatr3_J48289.p1    GO:0003676,GO:0005524
strPHAtr_Phatr3_J48300.p1    GO:0004553,GO:0005975
strPHAtr_Phatr3_J48302.p1    GO:0003824,GO:0009058
strPHAtr_Phatr3_J48306.p1    GO:0003743,GO:0006413
strPHAtr_Phatr3_J48313.p1    GO:0005515
strPHAtr_Phatr3_J48315.p1    GO:0016020,GO:0022857,GO:0071705
strPHAtr_Phatr3_J48316.p1    GO:0006412
strPHAtr_Phatr3_J48329.p1    GO:0005515
strPHAtr_Phatr3_J48337.p1    GO:0005515
strPHAtr_Phatr3_J48347.p1    GO:0005515
strPHAtr_Phatr3_J48350.p1    GO:0004114,GO:0006807,GO:0007165,GO:0009190,GO:0035556
strPHAtr_Phatr3_J48354.p1    GO:0004114,GO:0007165,GO:0009190,GO:0035556
strPHAtr_Phatr3_J48359.p1    GO:0005509,GO:0009523,GO:0009654,GO:0015979,GO:0019898
strPHAtr_Phatr3_J48361.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J48376.p1    GO:0000469
strPHAtr_Phatr3_J48381.p1    GO:0005515
strPHAtr_Phatr3_J48386.p1    GO:0022857,GO:0055085
strPHAtr_Phatr3_J48388.p1    GO:0016021,GO:0022857,GO:0055085
strPHAtr_Phatr3_J48390.p1    GO:0005096
strPHAtr_Phatr3_J48393.p1    GO:0016491,GO:0045454
strPHAtr_Phatr3_J48394.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J48395.p1    GO:0000166,GO:0005524,GO:0008033,GO:0016879
strPHAtr_Phatr3_J48408.p1    GO:0016702
strPHAtr_Phatr3_J48411.p1    GO:0003723,GO:0003735,GO:0005840,GO:0006412
strPHAtr_Phatr3_J48414.p1    GO:0004326,GO:0005524,GO:0009396
strPHAtr_Phatr3_J48416.p1    GO:0008168
strPHAtr_Phatr3_J48423.p1    GO:0006629
strPHAtr_Phatr3_J48430.p1    GO:0005047,GO:0005786,GO:0006614,GO:0008312,GO:0030942
strPHAtr_Phatr3_J48444.p1    GO:0004591,GO:0006099,GO:0016624,GO:0030976
strPHAtr_Phatr3_J48451.p1    GO:0004197,GO:0005634,GO:0006508
strPHAtr_Phatr3_J4846.p1    GO:0008168
strPHAtr_Phatr3_J48484.p1    GO:0006508,GO:0008236
strPHAtr_Phatr3_J48486.p1    GO:0005515
strPHAtr_Phatr3_J48489.p1    GO:0003743,GO:0005737,GO:0005852
strPHAtr_Phatr3_J48490.p1    GO:0004722,GO:0006470,GO:0016791
strPHAtr_Phatr3_J48491.p1    GO:0006508,GO:0008236
strPHAtr_Phatr3_J48492.p1    GO:0006508,GO:0008236
strPHAtr_Phatr3_J48493.p1    GO:0006508,GO:0008236
strPHAtr_Phatr3_J48494.p1    GO:0006508,GO:0008236
strPHAtr_Phatr3_J48495.p1    GO:0006508,GO:0008236
strPHAtr_Phatr3_J48496.p1    GO:0006508,GO:0008236
strPHAtr_Phatr3_J48508.p1    GO:0006614
strPHAtr_Phatr3_J48511.p1    GO:0015109,GO:0015703
strPHAtr_Phatr3_J48518.p1    GO:0016020,GO:0030001,GO:0046873,GO:0055085
strPHAtr_Phatr3_J48519.p1    GO:0005515
strPHAtr_Phatr3_J48525.p1    GO:0016409
strPHAtr_Phatr3_J48536.p1    GO:0004553
strPHAtr_Phatr3_J48547.p1    GO:0001731,GO:0003743,GO:0006413
strPHAtr_Phatr3_J48556.p1    GO:0016757
strPHAtr_Phatr3_J48558.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J48559.p1    GO:0004190,GO:0006508
strPHAtr_Phatr3_J48567.p1    GO:0043087,GO:0048193
strPHAtr_Phatr3_J48569.p1    GO:0016829,GO:0017009
strPHAtr_Phatr3_J48572.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J48587.p1    GO:0004518,GO:0034477
strPHAtr_Phatr3_J48591.p1    GO:0016021,GO:0016192
strPHAtr_Phatr3_J48596.p1    GO:0022857,GO:0055085
strPHAtr_Phatr3_J48602.p1    GO:0003676
strPHAtr_Phatr3_J48603.p1    GO:0016491
strPHAtr_Phatr3_J48611.p1    GO:0005096
strPHAtr_Phatr3_J48613.p1    GO:0005515
strPHAtr_Phatr3_J48620.p1    GO:0006284,GO:0016798
strPHAtr_Phatr3_J48621.p1    GO:0015074
strPHAtr_Phatr3_J48625.p1    GO:0006807,GO:0016151
strPHAtr_Phatr3_J48636.p1    GO:0004602,GO:0006979
strPHAtr_Phatr3_J48638.p1    GO:0004518,GO:0016788
strPHAtr_Phatr3_J48640.p1    GO:0006629,GO:0008374
strPHAtr_Phatr3_J48646.p1    GO:0007034
strPHAtr_Phatr3_J48656.p1    GO:0016409
strPHAtr_Phatr3_J48667.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J48668.p1    GO:0005515
strPHAtr_Phatr3_J48678.p1    GO:0009190,GO:0035556
strPHAtr_Phatr3_J48680.p1    GO:0016787
strPHAtr_Phatr3_J48684.p1    GO:0005515
strPHAtr_Phatr3_J48685.p1    GO:0018193
strPHAtr_Phatr3_J48694.p1    GO:0006520,GO:0016491,GO:0050661
strPHAtr_Phatr3_J48697.p1    GO:0016757
strPHAtr_Phatr3_J48698.p1    GO:0016020
strPHAtr_Phatr3_J48699.p1    GO:0003735,GO:0005840,GO:0006412
strPHAtr_Phatr3_J48701.p1    GO:0003700,GO:0006355
strPHAtr_Phatr3_J48702.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J48703.p1    GO:0005515
strPHAtr_Phatr3_J48707.p1    GO:0015708
strPHAtr_Phatr3_J48717.p1    GO:0004252,GO:0016021
strPHAtr_Phatr3_J48723.p1    GO:0004222,GO:0006508,GO:0016021
strPHAtr_Phatr3_J48728.p1    GO:0005854
strPHAtr_Phatr3_J48731.p1    GO:0004222,GO:0006508
strPHAtr_Phatr3_J48746.p1    GO:0035091
strPHAtr_Phatr3_J48752.p1    GO:0003677
strPHAtr_Phatr3_J48756.p1    GO:0001522,GO:0003723,GO:0009451,GO:0009982
strPHAtr_Phatr3_J48762.p1    GO:0000166
strPHAtr_Phatr3_J48763.p1    GO:0006357,GO:0016538
strPHAtr_Phatr3_J48766.p1    GO:0010181
strPHAtr_Phatr3_J48767.p1    GO:0016651,GO:0022900
strPHAtr_Phatr3_J48773.p1    GO:0005509
strPHAtr_Phatr3_J48777.p1    GO:0000413,GO:0003755
strPHAtr_Phatr3_J48778.p1    GO:0000062
strPHAtr_Phatr3_J48783.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J48786.p1    GO:0003729,GO:0006397
strPHAtr_Phatr3_J48790.p1    GO:0008168,GO:0032259
strPHAtr_Phatr3_J48793.p1    GO:0005375,GO:0016021,GO:0035434
strPHAtr_Phatr3_J48794.p1    GO:0005216,GO:0005249,GO:0006811,GO:0006813,GO:0008076,GO:0016020,GO:0055085
strPHAtr_Phatr3_J48799.p1    GO:0006629
strPHAtr_Phatr3_J48800.p1    GO:0003700,GO:0006355
strPHAtr_Phatr3_J48815.p1    GO:0005515
strPHAtr_Phatr3_J48822.p1    GO:0003746,GO:0006414
strPHAtr_Phatr3_J48855.p1    GO:0006396,GO:0051731
strPHAtr_Phatr3_J48857.p1    GO:0006397
strPHAtr_Phatr3_J48862.p1    GO:0016491,GO:0047834
strPHAtr_Phatr3_J48864.p1    GO:0003854,GO:0006694,GO:0016616
strPHAtr_Phatr3_J48865.p1    GO:0004560,GO:0005975
strPHAtr_Phatr3_J48873.p1    GO:0003824
strPHAtr_Phatr3_J48876.p1    GO:0005524
strPHAtr_Phatr3_J48882.p1    GO:0009765,GO:0016020
strPHAtr_Phatr3_J48885.p1    GO:0005515
strPHAtr_Phatr3_J48886.p1    GO:0006812,GO:0015299,GO:0016021,GO:0055085
strPHAtr_Phatr3_J48904.p1    GO:0055085
strPHAtr_Phatr3_J48911.p1    GO:0003723,GO:0006396,GO:0016779
strPHAtr_Phatr3_J48912.p1    GO:0061630,GO:0072344
strPHAtr_Phatr3_J48915.p1    GO:0004518
strPHAtr_Phatr3_J48916.p1    GO:0016757
strPHAtr_Phatr3_J48918.p1    GO:0005789
strPHAtr_Phatr3_J48920.p1    GO:0003723,GO:0006364,GO:0008168
strPHAtr_Phatr3_J48922.p1    GO:0000796,GO:0007076
strPHAtr_Phatr3_J48924.p1    GO:0004057,GO:0016598
strPHAtr_Phatr3_J48930.p1    GO:0000978,GO:0005667,GO:0006355,GO:0006357
strPHAtr_Phatr3_J48932.p1    GO:0071949
strPHAtr_Phatr3_J48934.p1    GO:0005254
strPHAtr_Phatr3_J48946.p1    GO:0016616,GO:0051287
strPHAtr_Phatr3_J48947.p1    GO:0004379,GO:0006499
strPHAtr_Phatr3_J48951.p1    GO:0005515
strPHAtr_Phatr3_J48952.p1    GO:0005524,GO:0016491
strPHAtr_Phatr3_J48955.p1    GO:0005515,GO:0006812,GO:0008324,GO:0016021,GO:0055085
strPHAtr_Phatr3_J48958.p1    GO:0003723,GO:0006396,GO:0008168,GO:0008173,GO:0030488
strPHAtr_Phatr3_J4896.p1    GO:0005525
strPHAtr_Phatr3_J48964.p1    GO:0005515
strPHAtr_Phatr3_J48966.p1    GO:0000413,GO:0003755
strPHAtr_Phatr3_J48968.p1    GO:0008146,GO:0016021
strPHAtr_Phatr3_J48977.p1    GO:0016491
strPHAtr_Phatr3_J48983.p1    GO:0004618,GO:0006096
strPHAtr_Phatr3_J48985.p1    GO:0005515,GO:0009058,GO:0016740
strPHAtr_Phatr3_J48986.p1    GO:0005515
strPHAtr_Phatr3_J48999.p1    GO:0005887,GO:0015129,GO:0015727
strPHAtr_Phatr3_J49021.p1    GO:0046872
strPHAtr_Phatr3_J49025.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J49037.p1    GO:0004784,GO:0016151,GO:0016209
strPHAtr_Phatr3_J49040.p1    GO:0010945
strPHAtr_Phatr3_J49053.p1    GO:0000276,GO:0015078,GO:0015986
strPHAtr_Phatr3_J49054.p1    GO:0005216,GO:0005515,GO:0006811,GO:0016020,GO:0055085
strPHAtr_Phatr3_J49057.p1    GO:0006812,GO:0008324,GO:0016021,GO:0055085
strPHAtr_Phatr3_J49058.p1    GO:0006812,GO:0008324,GO:0016021,GO:0055085
strPHAtr_Phatr3_J49059.p1    GO:0004867,GO:0009611
strPHAtr_Phatr3_J49064.p1    GO:0016021
strPHAtr_Phatr3_J49065.p1    GO:0005515
strPHAtr_Phatr3_J49071.p1    GO:0016747
strPHAtr_Phatr3_J49081.p1    GO:0003682,GO:0005637
strPHAtr_Phatr3_J49083.p1    GO:0006281,GO:0006310
strPHAtr_Phatr3_J49091.p1    GO:0004181,GO:0006508,GO:0008270
strPHAtr_Phatr3_J49097.p1    GO:0005254
strPHAtr_Phatr3_J49098.p1    GO:0000287,GO:0004743,GO:0006096,GO:0030955
strPHAtr_Phatr3_J49099.p1    GO:0003700,GO:0006355
strPHAtr_Phatr3_J49102.p1    GO:0005515
strPHAtr_Phatr3_J49112.p1    GO:0004411,GO:0006559,GO:0006570
strPHAtr_Phatr3_J49114.p1    GO:0005524,GO:0005829,GO:0005832,GO:0006457,GO:0016887,GO:0051082
strPHAtr_Phatr3_J49115.p1    GO:0016829,GO:0042597
strPHAtr_Phatr3_J49117.p1    GO:0005515
strPHAtr_Phatr3_J49127.p1    GO:0005643,GO:0046907
strPHAtr_Phatr3_J49142.p1    GO:0006629,GO:0016042,GO:0016787
strPHAtr_Phatr3_J49149.p1    GO:0003677,GO:0003887,GO:0006281,GO:0034061
strPHAtr_Phatr3_J49158.p1    GO:0016971
strPHAtr_Phatr3_J49160.p1    GO:0005515
strPHAtr_Phatr3_J49163.p1    GO:0016021,GO:0046513,GO:0050291
strPHAtr_Phatr3_J49167.p1    GO:0004362,GO:0006749,GO:0016491,GO:0045454,GO:0050660,GO:0050661
strPHAtr_Phatr3_J49170.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J49171.p1    GO:0006355
strPHAtr_Phatr3_J49176.p1    GO:0005515
strPHAtr_Phatr3_J49177.p1    GO:0016779
strPHAtr_Phatr3_J4918.p1    GO:0005515
strPHAtr_Phatr3_J49185.p1    GO:0005262,GO:0016020,GO:0030176,GO:0032469
strPHAtr_Phatr3_J49194.p1    GO:0006486,GO:0016020,GO:0016758
strPHAtr_Phatr3_J49198.p1    GO:0005085,GO:0032012
strPHAtr_Phatr3_J49205.p1    GO:0003700,GO:0006355
strPHAtr_Phatr3_J49220.p1    GO:0007034
strPHAtr_Phatr3_J49223.p1    GO:0005515
strPHAtr_Phatr3_J49224.p1    GO:0005375,GO:0016021,GO:0035434
strPHAtr_Phatr3_J49229.p1    GO:0004329,GO:0005524
strPHAtr_Phatr3_J49232.p1    GO:0006281,GO:0006974
strPHAtr_Phatr3_J49243.p1    GO:0005515
strPHAtr_Phatr3_J49244.p1    GO:0016021,GO:0055085
strPHAtr_Phatr3_J49245.p1    GO:0016274,GO:0018216
strPHAtr_Phatr3_J49252.p1    GO:0004605,GO:0032049
strPHAtr_Phatr3_J49253.p1    GO:0016491,GO:0045454
strPHAtr_Phatr3_J49261.p1    GO:0005515
strPHAtr_Phatr3_J49277.p1    GO:0003677,GO:0005515,GO:0005634,GO:0006260
strPHAtr_Phatr3_J49291.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J49304.p1    GO:0016757
strPHAtr_Phatr3_J49312.p1    GO:0004672,GO:0005515,GO:0005524,GO:0006468
strPHAtr_Phatr3_J49313.p1    GO:0022904
strPHAtr_Phatr3_J49316.p1    GO:0006508,GO:0008236
strPHAtr_Phatr3_J49320.p1    GO:0000413,GO:0003755
strPHAtr_Phatr3_J49325.p1    GO:0008299,GO:0016765
strPHAtr_Phatr3_J49336.p1    GO:0008080
strPHAtr_Phatr3_J49339.p1    GO:0003824,GO:0005524,GO:0046872
strPHAtr_Phatr3_J49343.p1    GO:0022857,GO:0055085
strPHAtr_Phatr3_J49346.p1    GO:0004930,GO:0004965,GO:0007186,GO:0016021
strPHAtr_Phatr3_J49352.p1    GO:0006914,GO:0030242
strPHAtr_Phatr3_J49358.p1    GO:0005515
strPHAtr_Phatr3_J4936.p1    GO:0006508,GO:0008234
strPHAtr_Phatr3_J4937.p1    GO:0005524,GO:0016887
strPHAtr_Phatr3_J49372.p1    GO:0006520,GO:0016829
strPHAtr_Phatr3_J49374.p1    GO:0005524,GO:0016887
strPHAtr_Phatr3_J49381.p1    GO:0008270
strPHAtr_Phatr3_J49385.p1    GO:0003684,GO:0006281
strPHAtr_Phatr3_J49387.p1    GO:0003676
strPHAtr_Phatr3_J49392.p1    GO:0005789,GO:0006888
strPHAtr_Phatr3_J49398.p1    GO:0005524
strPHAtr_Phatr3_J49399.p1    GO:0000266
strPHAtr_Phatr3_J49401.p1    GO:0051536
strPHAtr_Phatr3_J49410.p1    GO:0005515
strPHAtr_Phatr3_J49417.p1    GO:0008168,GO:0032259
strPHAtr_Phatr3_J49419.p1    GO:0001510,GO:0008168,GO:0009452
strPHAtr_Phatr3_J49425.p1    GO:0005515
strPHAtr_Phatr3_J49430.p1    GO:0005515,GO:0006511
strPHAtr_Phatr3_J49439.p1    GO:0003714
strPHAtr_Phatr3_J49447.p1    GO:0047793
strPHAtr_Phatr3_J49451.p1    GO:0003723,GO:0006396,GO:0008173
strPHAtr_Phatr3_J49453.p1    GO:0008080
strPHAtr_Phatr3_J49459.p1    GO:0003924,GO:0005525
strPHAtr_Phatr3_J49462.p1    GO:0016747
strPHAtr_Phatr3_J49469.p1    GO:0005634
strPHAtr_Phatr3_J49471.p1    GO:0016021
strPHAtr_Phatr3_J49478.p1    GO:0005515
strPHAtr_Phatr3_J49480.p1    GO:0016491
strPHAtr_Phatr3_J49482.p1    GO:0030254
strPHAtr_Phatr3_J49487.p1    GO:0004483,GO:0006370,GO:0008168,GO:0032259,GO:0080009
strPHAtr_Phatr3_J49488.p1    GO:0005254
strPHAtr_Phatr3_J49491.p1    GO:0022857,GO:0055085
strPHAtr_Phatr3_J49496.p1    GO:0005242,GO:0006813,GO:0016021
strPHAtr_Phatr3_J49500.p1    GO:0005515
strPHAtr_Phatr3_J49505.p1    GO:0006520,GO:0016829
strPHAtr_Phatr3_J49507.p1    GO:0007076
strPHAtr_Phatr3_J49508.p1    GO:0016829
strPHAtr_Phatr3_J49514.p1    GO:0022857,GO:0055085
strPHAtr_Phatr3_J49521.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J49524.p1    GO:0016307,GO:0046488
strPHAtr_Phatr3_J49527.p1    GO:0005515
strPHAtr_Phatr3_J49528.p1    GO:0007064,GO:0031390
strPHAtr_Phatr3_J49529.p1    GO:0005515
strPHAtr_Phatr3_J49533.p1    GO:0005471,GO:0006862,GO:0016021
strPHAtr_Phatr3_J49538.p1    GO:0003677
strPHAtr_Phatr3_J49544.p1    GO:0016747
strPHAtr_Phatr3_J49555.p1    GO:0004114,GO:0007165,GO:0009190,GO:0035556
strPHAtr_Phatr3_J49557.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J49563.p1    GO:0004553,GO:0005975
strPHAtr_Phatr3_J49566.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J49567.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J49572.p1    GO:0005524,GO:0070615
strPHAtr_Phatr3_J49575.p1    GO:0016491
strPHAtr_Phatr3_J49589.p1    GO:0005515
strPHAtr_Phatr3_J49591.p1    GO:0016491
strPHAtr_Phatr3_J49594.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J49596.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J49602.p1    GO:0004252,GO:0006508
strPHAtr_Phatr3_J49608.p1    GO:0016226
strPHAtr_Phatr3_J49620.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J49621.p1    GO:0003676,GO:0006139,GO:0008408
strPHAtr_Phatr3_J49631.p1    GO:0000030,GO:0006486,GO:0016020
strPHAtr_Phatr3_J49632.p1    GO:0006464,GO:0015031
strPHAtr_Phatr3_J49634.p1    GO:0005509
strPHAtr_Phatr3_J49635.p1    GO:0008080
strPHAtr_Phatr3_J49637.p1    GO:0006629,GO:0008081
strPHAtr_Phatr3_J49639.p1    GO:0016491
strPHAtr_Phatr3_J49644.p1    GO:0071949
strPHAtr_Phatr3_J49647.p1    GO:0000290
strPHAtr_Phatr3_J49652.p1    GO:0006508,GO:0008236
strPHAtr_Phatr3_J49658.p1    GO:0004735,GO:0006561
strPHAtr_Phatr3_J49659.p1    GO:0008484
strPHAtr_Phatr3_J49665.p1    GO:0009166,GO:0016787
strPHAtr_Phatr3_J49667.p1    GO:0008146,GO:0016021
strPHAtr_Phatr3_J49670.p1    GO:0005515
strPHAtr_Phatr3_J49678.p1    GO:0016791
strPHAtr_Phatr3_J49679.p1    GO:0010945
strPHAtr_Phatr3_J49685.p1    GO:0015035
strPHAtr_Phatr3_J49686.p1    GO:0005515
strPHAtr_Phatr3_J49702.p1    GO:0006629,GO:0008374
strPHAtr_Phatr3_J49705.p1    GO:0015074
strPHAtr_Phatr3_J49707.p1    GO:0004222,GO:0006508
strPHAtr_Phatr3_J49708.p1    GO:0004144,GO:0008374,GO:0045017
strPHAtr_Phatr3_J49710.p1    GO:0016316
strPHAtr_Phatr3_J49712.p1    GO:0007018,GO:1990939
strPHAtr_Phatr3_J49724.p1    GO:0051536
